Momento,Sector,Producto,Variedad,Promedio
2015-02,Frutillar,Frutas,Damasco,1984.641142437617
2015-03,Frutillar,Frutas,Damasco,1984.641142437617
2015-04,Frutillar,Frutas,Damasco,1984.641142437617
2015-05,Frutillar,Frutas,Damasco,1984.641142437617
2015-06,Frutillar,Frutas,Damasco,1984.641142437617
2015-07,Frutillar,Frutas,Damasco,1984.641142437617
2015-08,Frutillar,Frutas,Damasco,1984.641142437617
2015-09,Frutillar,Frutas,Damasco,1984.641142437617
2015-10,Frutillar,Frutas,Damasco,1984.641142437617
2015-11,Frutillar,Frutas,Damasco,1984.641142437617
2015-12,Frutillar,Frutas,Damasco,1949.0
2016-01,Frutillar,Frutas,Damasco,1984.641142437617
2016-02,Frutillar,Frutas,Damasco,1984.641142437617
2016-03,Frutillar,Frutas,Damasco,1984.641142437617
2016-04,Frutillar,Frutas,Damasco,1984.641142437617
2016-05,Frutillar,Frutas,Damasco,1984.641142437617
2016-06,Frutillar,Frutas,Damasco,1984.641142437617
2016-07,Frutillar,Frutas,Damasco,1984.641142437617
2016-08,Frutillar,Frutas,Damasco,1984.641142437617
2016-09,Frutillar,Frutas,Damasco,1984.641142437617
2016-10,Frutillar,Frutas,Damasco,1984.641142437617
2016-11,Frutillar,Frutas,Damasco,1998.0
2016-11,Frutillar,Frutas,Damasco,1998.0
2016-12,Frutillar,Frutas,Damasco,1994.0
2017-01,Frutillar,Frutas,Damasco,1984.641142437617
2017-02,Frutillar,Frutas,Damasco,1984.641142437617
2017-03,Frutillar,Frutas,Damasco,1984.641142437617
2017-04,Frutillar,Frutas,Damasco,1984.641142437617
2017-05,Frutillar,Frutas,Damasco,1984.641142437617
2017-06,Frutillar,Frutas,Damasco,1984.641142437617
2017-07,Frutillar,Frutas,Damasco,1984.641142437617
2017-08,Frutillar,Frutas,Damasco,1984.641142437617
2017-09,Frutillar,Frutas,Damasco,1984.641142437617
2017-10,Frutillar,Frutas,Damasco,1984.641142437617
2017-11,Frutillar,Frutas,Damasco,1984.641142437617
2017-12,Frutillar,Frutas,Damasco,1984.641142437617
2018-01,Frutillar,Frutas,Damasco,1984.641142437617
2018-02,Frutillar,Frutas,Damasco,1984.641142437617
2018-03,Frutillar,Frutas,Damasco,1984.641142437617
2018-04,Frutillar,Frutas,Damasco,1984.641142437617
2018-05,Frutillar,Frutas,Damasco,1984.641142437617
2018-06,Frutillar,Frutas,Damasco,1984.641142437617
2014-08,Llanquihue,Frutas,Damasco,2292.248895735365
2014-09,Llanquihue,Frutas,Damasco,2292.248895735365
2014-10,Llanquihue,Frutas,Damasco,2292.248895735365
2014-11,Llanquihue,Frutas,Damasco,2292.248895735365
2014-12,Llanquihue,Frutas,Damasco,2292.248895735365
2015-01,Llanquihue,Frutas,Damasco,2292.248895735365
2015-02,Llanquihue,Frutas,Damasco,2292.248895735365
2015-03,Llanquihue,Frutas,Damasco,2292.248895735365
2015-04,Llanquihue,Frutas,Damasco,2292.248895735365
2015-05,Llanquihue,Frutas,Damasco,2292.248895735365
2015-06,Llanquihue,Frutas,Damasco,2292.248895735365
2015-07,Llanquihue,Frutas,Damasco,2292.248895735365
2015-08,Llanquihue,Frutas,Damasco,2292.248895735365
2015-09,Llanquihue,Frutas,Damasco,2292.248895735365
2015-10,Llanquihue,Frutas,Damasco,2292.248895735365
2015-11,Llanquihue,Frutas,Damasco,2292.248895735365
2015-12,Llanquihue,Frutas,Damasco,2294.5
2016-01,Llanquihue,Frutas,Damasco,2290.0
2016-02,Llanquihue,Frutas,Damasco,2292.248895735365
2016-03,Llanquihue,Frutas,Damasco,2292.248895735365
2016-04,Llanquihue,Frutas,Damasco,2292.248895735365
2016-05,Llanquihue,Frutas,Damasco,2292.248895735365
2016-06,Llanquihue,Frutas,Damasco,2292.248895735365
2016-07,Llanquihue,Frutas,Damasco,2292.248895735365
2016-08,Llanquihue,Frutas,Damasco,2292.248895735365
2016-09,Llanquihue,Frutas,Damasco,2292.248895735365
2016-10,Llanquihue,Frutas,Damasco,2292.248895735365
2016-11,Llanquihue,Frutas,Damasco,2292.248895735365
2016-12,Llanquihue,Frutas,Damasco,2292.248895735365
2017-01,Llanquihue,Frutas,Damasco,2292.248895735365
2017-02,Llanquihue,Frutas,Damasco,2292.248895735365
2017-03,Llanquihue,Frutas,Damasco,2292.248895735365
2017-04,Llanquihue,Frutas,Damasco,2292.248895735365
2017-05,Llanquihue,Frutas,Damasco,2292.248895735365
2017-06,Llanquihue,Frutas,Damasco,2292.248895735365
2017-07,Llanquihue,Frutas,Damasco,2292.248895735365
2017-08,Llanquihue,Frutas,Damasco,2292.248895735365
2017-09,Llanquihue,Frutas,Damasco,2292.248895735365
2017-10,Llanquihue,Frutas,Damasco,2292.248895735365
2017-11,Llanquihue,Frutas,Damasco,2292.248895735365
2017-12,Llanquihue,Frutas,Damasco,2292.248895735365
2018-01,Llanquihue,Frutas,Damasco,2292.248895735365
2018-02,Llanquihue,Frutas,Damasco,2292.248895735365
2018-03,Llanquihue,Frutas,Damasco,2292.248895735365
2018-04,Llanquihue,Frutas,Damasco,2292.248895735365
2018-05,Llanquihue,Frutas,Damasco,2292.248895735365
2018-06,Llanquihue,Frutas,Damasco,2292.248895735365
2014-08,Osorno,Frutas,Damasco,1823.685876569288
2014-09,Osorno,Frutas,Damasco,1823.685876569288
2014-10,Osorno,Frutas,Damasco,1823.685876569288
2014-11,Osorno,Frutas,Damasco,1823.685876569288
2014-12,Osorno,Frutas,Damasco,1530.0
2014-12,Osorno,Frutas,Damasco,1000.0
2014-12,Osorno,Frutas,Damasco,2203.6
2015-01,Osorno,Frutas,Damasco,2029.3333
2015-02,Osorno,Frutas,Damasco,1823.685876569288
2015-03,Osorno,Frutas,Damasco,1823.685876569288
2015-04,Osorno,Frutas,Damasco,1823.685876569288
2015-05,Osorno,Frutas,Damasco,1823.685876569288
2015-06,Osorno,Frutas,Damasco,1823.685876569288
2015-07,Osorno,Frutas,Damasco,1823.685876569288
2015-08,Osorno,Frutas,Damasco,1823.685876569288
2015-09,Osorno,Frutas,Damasco,1823.685876569288
2015-10,Osorno,Frutas,Damasco,1823.685876569288
2015-11,Osorno,Frutas,Damasco,1823.685876569288
2015-12,Osorno,Frutas,Damasco,1900.0
2015-12,Osorno,Frutas,Damasco,1350.0
2015-12,Osorno,Frutas,Damasco,1990.0
2016-01,Osorno,Frutas,Damasco,2290.0
2016-02,Osorno,Frutas,Damasco,1823.685876569288
2016-03,Osorno,Frutas,Damasco,1823.685876569288
2016-04,Osorno,Frutas,Damasco,1823.685876569288
2016-05,Osorno,Frutas,Damasco,1823.685876569288
2016-06,Osorno,Frutas,Damasco,1823.685876569288
2016-07,Osorno,Frutas,Damasco,1823.685876569288
2016-08,Osorno,Frutas,Damasco,1823.685876569288
2016-09,Osorno,Frutas,Damasco,1823.685876569288
2016-10,Osorno,Frutas,Damasco,1823.685876569288
2016-11,Osorno,Frutas,Damasco,1775.0
2016-11,Osorno,Frutas,Damasco,2656.6666
2016-12,Osorno,Frutas,Damasco,1675.0
2016-12,Osorno,Frutas,Damasco,2142.3809
2017-01,Osorno,Frutas,Damasco,1823.685876569288
2017-02,Osorno,Frutas,Damasco,1823.685876569288
2017-03,Osorno,Frutas,Damasco,1823.685876569288
2017-04,Osorno,Frutas,Damasco,1823.685876569288
2017-05,Osorno,Frutas,Damasco,1823.685876569288
2017-06,Osorno,Frutas,Damasco,1823.685876569288
2017-07,Osorno,Frutas,Damasco,1823.685876569288
2017-08,Osorno,Frutas,Damasco,1823.685876569288
2017-09,Osorno,Frutas,Damasco,1823.685876569288
2017-10,Osorno,Frutas,Damasco,1823.685876569288
2017-11,Osorno,Frutas,Damasco,1823.685876569288
2017-12,Osorno,Frutas,Damasco,1823.685876569288
2018-01,Osorno,Frutas,Damasco,1823.685876569288
2018-02,Osorno,Frutas,Damasco,1823.685876569288
2018-03,Osorno,Frutas,Damasco,1823.685876569288
2018-04,Osorno,Frutas,Damasco,1823.685876569288
2018-05,Osorno,Frutas,Damasco,1823.685876569288
2018-06,Osorno,Frutas,Damasco,1823.685876569288
2014-08,Puerto Montt,Frutas,Damasco,1810.7139608765847
2014-09,Puerto Montt,Frutas,Damasco,1810.7139608765847
2014-10,Puerto Montt,Frutas,Damasco,1810.7139608765847
2014-11,Puerto Montt,Frutas,Damasco,2100.0
2014-11,Puerto Montt,Frutas,Damasco,1500.0
2014-11,Puerto Montt,Frutas,Damasco,2290.0
2014-12,Puerto Montt,Frutas,Damasco,1837.5
2014-12,Puerto Montt,Frutas,Damasco,1325.0
2014-12,Puerto Montt,Frutas,Damasco,2038.1333
2015-01,Puerto Montt,Frutas,Damasco,1490.0
2015-02,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-03,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-04,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-05,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-06,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-07,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-08,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-09,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-10,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-11,Puerto Montt,Frutas,Damasco,1810.7139608765847
2015-12,Puerto Montt,Frutas,Damasco,1350.0
2015-12,Puerto Montt,Frutas,Damasco,1250.0
2015-12,Puerto Montt,Frutas,Damasco,2510.8333
2016-01,Puerto Montt,Frutas,Damasco,1200.0
2016-01,Puerto Montt,Frutas,Damasco,2340.0
2016-02,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-03,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-04,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-05,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-06,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-07,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-08,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-09,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-10,Puerto Montt,Frutas,Damasco,1810.7139608765847
2016-11,Puerto Montt,Frutas,Damasco,1950.0
2016-11,Puerto Montt,Frutas,Damasco,2281.6666
2016-12,Puerto Montt,Frutas,Damasco,2375.0
2016-12,Puerto Montt,Frutas,Damasco,1991.5
2017-01,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-02,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-03,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-04,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-05,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-06,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-07,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-08,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-09,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-10,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-11,Puerto Montt,Frutas,Damasco,1810.7139608765847
2017-12,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-01,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-02,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-03,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-04,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-05,Puerto Montt,Frutas,Damasco,1810.7139608765847
2018-06,Puerto Montt,Frutas,Damasco,1810.7139608765847
2014-08,Puerto Varas,Frutas,Damasco,2017.8347381899023
2014-09,Puerto Varas,Frutas,Damasco,2017.8347381899023
2014-10,Puerto Varas,Frutas,Damasco,2017.8347381899023
2014-11,Puerto Varas,Frutas,Damasco,2017.8347381899023
2014-12,Puerto Varas,Frutas,Damasco,1959.25
2015-01,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-02,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-03,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-04,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-05,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-06,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-07,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-08,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-09,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-10,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-11,Puerto Varas,Frutas,Damasco,2017.8347381899023
2015-12,Puerto Varas,Frutas,Damasco,2379.8333
2015-12,Puerto Varas,Frutas,Damasco,1490.0
2016-01,Puerto Varas,Frutas,Damasco,2690.0
2016-02,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-03,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-04,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-05,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-06,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-07,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-08,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-09,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-10,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-11,Puerto Varas,Frutas,Damasco,2017.8347381899023
2016-12,Puerto Varas,Frutas,Damasco,1790.0
2017-01,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-02,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-03,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-04,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-05,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-06,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-07,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-08,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-09,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-10,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-11,Puerto Varas,Frutas,Damasco,2017.8347381899023
2017-12,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-01,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-02,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-03,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-04,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-05,Puerto Varas,Frutas,Damasco,2017.8347381899023
2018-06,Puerto Varas,Frutas,Damasco,2017.8347381899023
2014-08,Frutillar,Frutas,Durazno,1379.4176871033155
2014-09,Frutillar,Frutas,Durazno,1379.4176871033155
2014-10,Frutillar,Frutas,Durazno,1379.4176871033155
2014-11,Frutillar,Frutas,Durazno,1379.4176871033155
2014-12,Frutillar,Frutas,Durazno,1379.4176871033155
2015-01,Frutillar,Frutas,Durazno,1379.4176871033155
2015-02,Frutillar,Frutas,Durazno,1199.0
2015-02,Frutillar,Frutas,Durazno,890.0
2015-02,Frutillar,Frutas,Durazno,1399.0
2015-03,Frutillar,Frutas,Durazno,1395.0
2015-04,Frutillar,Frutas,Durazno,1379.4176871033155
2015-05,Frutillar,Frutas,Durazno,1379.4176871033155
2015-06,Frutillar,Frutas,Durazno,1379.4176871033155
2015-07,Frutillar,Frutas,Durazno,1379.4176871033155
2015-08,Frutillar,Frutas,Durazno,1379.4176871033155
2015-09,Frutillar,Frutas,Durazno,1379.4176871033155
2015-10,Frutillar,Frutas,Durazno,1379.4176871033155
2015-11,Frutillar,Frutas,Durazno,1379.4176871033155
2015-12,Frutillar,Frutas,Durazno,1999.0
2015-12,Frutillar,Frutas,Durazno,1999.0
2016-01,Frutillar,Frutas,Durazno,990.0
2016-01,Frutillar,Frutas,Durazno,1199.0
2016-02,Frutillar,Frutas,Durazno,1292.25
2016-02,Frutillar,Frutas,Durazno,1094.5
2016-02,Frutillar,Frutas,Durazno,1290.0
2016-03,Frutillar,Frutas,Durazno,840.0
2016-03,Frutillar,Frutas,Durazno,1199.0
2016-04,Frutillar,Frutas,Durazno,1379.4176871033155
2016-05,Frutillar,Frutas,Durazno,1379.4176871033155
2016-06,Frutillar,Frutas,Durazno,1379.4176871033155
2016-07,Frutillar,Frutas,Durazno,1379.4176871033155
2016-08,Frutillar,Frutas,Durazno,1379.4176871033155
2016-09,Frutillar,Frutas,Durazno,1379.4176871033155
2016-10,Frutillar,Frutas,Durazno,1379.4176871033155
2016-11,Frutillar,Frutas,Durazno,1990.0
2016-12,Frutillar,Frutas,Durazno,2069.5
2016-12,Frutillar,Frutas,Durazno,1475.0
2017-01,Frutillar,Frutas,Durazno,990.0
2017-01,Frutillar,Frutas,Durazno,1182.5
2017-02,Frutillar,Frutas,Durazno,1099.0
2017-02,Frutillar,Frutas,Durazno,999.0
2017-02,Frutillar,Frutas,Durazno,1099.0
2017-02,Frutillar,Frutas,Durazno,1299.0
2017-03,Frutillar,Frutas,Durazno,1390.0
2017-04,Frutillar,Frutas,Durazno,1379.4176871033155
2017-05,Frutillar,Frutas,Durazno,1379.4176871033155
2017-06,Frutillar,Frutas,Durazno,1379.4176871033155
2017-07,Frutillar,Frutas,Durazno,1379.4176871033155
2017-08,Frutillar,Frutas,Durazno,1379.4176871033155
2017-09,Frutillar,Frutas,Durazno,1379.4176871033155
2017-10,Frutillar,Frutas,Durazno,1379.4176871033155
2017-11,Frutillar,Frutas,Durazno,1990.0
2017-12,Frutillar,Frutas,Durazno,1990.0
2017-12,Frutillar,Frutas,Durazno,1665.0
2018-01,Frutillar,Frutas,Durazno,1390.0
2018-01,Frutillar,Frutas,Durazno,1767.25
2018-01,Frutillar,Frutas,Durazno,1790.0
2018-01,Frutillar,Frutas,Durazno,1490.0
2018-01,Frutillar,Frutas,Durazno,1756.6666
2018-02,Frutillar,Frutas,Durazno,1390.0
2018-02,Frutillar,Frutas,Durazno,1390.0
2018-03,Frutillar,Frutas,Durazno,1367.25
2018-03,Frutillar,Frutas,Durazno,1374.8333
2018-04,Frutillar,Frutas,Durazno,1379.4176871033155
2018-05,Frutillar,Frutas,Durazno,1379.4176871033155
2018-06,Frutillar,Frutas,Durazno,1379.4176871033155
2014-08,Llanquihue,Frutas,Durazno,1383.5306033985908
2014-09,Llanquihue,Frutas,Durazno,1383.5306033985908
2014-10,Llanquihue,Frutas,Durazno,1383.5306033985908
2014-11,Llanquihue,Frutas,Durazno,1383.5306033985908
2014-12,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-01,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-02,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-03,Llanquihue,Frutas,Durazno,999.0
2015-03,Llanquihue,Frutas,Durazno,999.0
2015-04,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-05,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-06,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-07,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-08,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-09,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-10,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-11,Llanquihue,Frutas,Durazno,1383.5306033985908
2015-12,Llanquihue,Frutas,Durazno,1999.0
2015-12,Llanquihue,Frutas,Durazno,1990.0
2016-01,Llanquihue,Frutas,Durazno,990.0
2016-01,Llanquihue,Frutas,Durazno,1294.5
2016-02,Llanquihue,Frutas,Durazno,1294.5
2016-02,Llanquihue,Frutas,Durazno,990.0
2016-03,Llanquihue,Frutas,Durazno,890.0
2016-03,Llanquihue,Frutas,Durazno,1199.0
2016-04,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-05,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-06,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-07,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-08,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-09,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-10,Llanquihue,Frutas,Durazno,1383.5306033985908
2016-11,Llanquihue,Frutas,Durazno,2240.0
2016-12,Llanquihue,Frutas,Durazno,1990.0
2016-12,Llanquihue,Frutas,Durazno,1790.0
2017-01,Llanquihue,Frutas,Durazno,990.0
2017-01,Llanquihue,Frutas,Durazno,1290.0
2017-02,Llanquihue,Frutas,Durazno,1099.0
2017-02,Llanquihue,Frutas,Durazno,999.0
2017-02,Llanquihue,Frutas,Durazno,1099.0
2017-03,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-04,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-05,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-06,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-07,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-08,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-09,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-10,Llanquihue,Frutas,Durazno,1383.5306033985908
2017-11,Llanquihue,Frutas,Durazno,1990.0
2017-12,Llanquihue,Frutas,Durazno,1990.0
2017-12,Llanquihue,Frutas,Durazno,1990.0
2018-01,Llanquihue,Frutas,Durazno,1890.0
2018-01,Llanquihue,Frutas,Durazno,1640.0
2018-01,Llanquihue,Frutas,Durazno,990.0
2018-01,Llanquihue,Frutas,Durazno,1756.6666
2018-02,Llanquihue,Frutas,Durazno,1256.6666
2018-02,Llanquihue,Frutas,Durazno,1390.0
2018-03,Llanquihue,Frutas,Durazno,1390.0
2018-03,Llanquihue,Frutas,Durazno,1390.0
2018-04,Llanquihue,Frutas,Durazno,1383.5306033985908
2018-05,Llanquihue,Frutas,Durazno,1383.5306033985908
2018-06,Llanquihue,Frutas,Durazno,1383.5306033985908
2014-08,Osorno,Frutas,Durazno,1225.9127452898697
2014-09,Osorno,Frutas,Durazno,1225.9127452898697
2014-10,Osorno,Frutas,Durazno,1225.9127452898697
2014-11,Osorno,Frutas,Durazno,1225.9127452898697
2014-12,Osorno,Frutas,Durazno,1280.0
2014-12,Osorno,Frutas,Durazno,1050.0
2014-12,Osorno,Frutas,Durazno,1962.32
2015-01,Osorno,Frutas,Durazno,1225.0
2015-01,Osorno,Frutas,Durazno,912.5
2015-01,Osorno,Frutas,Durazno,1284.8541
2015-01,Osorno,Frutas,Durazno,990.0
2015-01,Osorno,Frutas,Durazno,1542.25
2015-02,Osorno,Frutas,Durazno,890.0
2015-02,Osorno,Frutas,Durazno,965.0
2015-02,Osorno,Frutas,Durazno,925.0
2015-02,Osorno,Frutas,Durazno,1143.0
2015-02,Osorno,Frutas,Durazno,1044.5
2015-02,Osorno,Frutas,Durazno,1311.1666
2015-03,Osorno,Frutas,Durazno,1033.3333
2015-03,Osorno,Frutas,Durazno,833.3333
2015-03,Osorno,Frutas,Durazno,1187.9444
2015-03,Osorno,Frutas,Durazno,990.0
2015-03,Osorno,Frutas,Durazno,1306.3888
2015-03,Osorno,Frutas,Durazno,1290.0
2015-04,Osorno,Frutas,Durazno,1362.25
2015-04,Osorno,Frutas,Durazno,999.0
2015-05,Osorno,Frutas,Durazno,1225.9127452898697
2015-06,Osorno,Frutas,Durazno,1225.9127452898697
2015-07,Osorno,Frutas,Durazno,1225.9127452898697
2015-08,Osorno,Frutas,Durazno,1225.9127452898697
2015-09,Osorno,Frutas,Durazno,1225.9127452898697
2015-10,Osorno,Frutas,Durazno,1225.9127452898697
2015-11,Osorno,Frutas,Durazno,1225.9127452898697
2015-12,Osorno,Frutas,Durazno,1550.0
2015-12,Osorno,Frutas,Durazno,1083.3333
2015-12,Osorno,Frutas,Durazno,1659.6666
2016-01,Osorno,Frutas,Durazno,1700.0
2016-01,Osorno,Frutas,Durazno,1100.0
2016-01,Osorno,Frutas,Durazno,1400.0
2016-01,Osorno,Frutas,Durazno,1040.0
2016-01,Osorno,Frutas,Durazno,1490.0
2016-01,Osorno,Frutas,Durazno,1490.0
2016-01,Osorno,Frutas,Durazno,1193.375
2016-01,Osorno,Frutas,Durazno,990.0
2016-02,Osorno,Frutas,Durazno,1350.0
2016-02,Osorno,Frutas,Durazno,1000.0
2016-02,Osorno,Frutas,Durazno,1200.0
2016-02,Osorno,Frutas,Durazno,750.0
2016-02,Osorno,Frutas,Durazno,1000.0
2016-02,Osorno,Frutas,Durazno,1068.9583
2016-02,Osorno,Frutas,Durazno,1103.6041
2016-02,Osorno,Frutas,Durazno,1229.3253
2016-03,Osorno,Frutas,Durazno,1000.0
2016-03,Osorno,Frutas,Durazno,875.0
2016-03,Osorno,Frutas,Durazno,975.0
2016-03,Osorno,Frutas,Durazno,741.6666
2016-03,Osorno,Frutas,Durazno,1000.0
2016-03,Osorno,Frutas,Durazno,762.5
2016-03,Osorno,Frutas,Durazno,1490.0
2016-03,Osorno,Frutas,Durazno,1168.361
2016-03,Osorno,Frutas,Durazno,1245.8888
2016-03,Osorno,Frutas,Durazno,1169.5
2016-03,Osorno,Frutas,Durazno,1199.0
2016-03,Osorno,Frutas,Durazno,1314.9722
2016-04,Osorno,Frutas,Durazno,1246.75
2016-05,Osorno,Frutas,Durazno,1225.9127452898697
2016-06,Osorno,Frutas,Durazno,1225.9127452898697
2016-07,Osorno,Frutas,Durazno,1225.9127452898697
2016-08,Osorno,Frutas,Durazno,1225.9127452898697
2016-09,Osorno,Frutas,Durazno,1225.9127452898697
2016-10,Osorno,Frutas,Durazno,1225.9127452898697
2016-11,Osorno,Frutas,Durazno,1400.0
2016-11,Osorno,Frutas,Durazno,1250.0
2016-11,Osorno,Frutas,Durazno,2161.4285
2016-11,Osorno,Frutas,Durazno,1000.0
2016-12,Osorno,Frutas,Durazno,1425.0
2016-12,Osorno,Frutas,Durazno,1100.0
2016-12,Osorno,Frutas,Durazno,1793.9722
2016-12,Osorno,Frutas,Durazno,1580.9
2017-01,Osorno,Frutas,Durazno,1200.0
2017-01,Osorno,Frutas,Durazno,1250.0
2017-01,Osorno,Frutas,Durazno,900.0
2017-01,Osorno,Frutas,Durazno,1296.5
2017-01,Osorno,Frutas,Durazno,1268.5277
2017-01,Osorno,Frutas,Durazno,699.0
2017-01,Osorno,Frutas,Durazno,1790.0
2017-02,Osorno,Frutas,Durazno,1000.0
2017-02,Osorno,Frutas,Durazno,1400.0
2017-02,Osorno,Frutas,Durazno,1490.0
2017-02,Osorno,Frutas,Durazno,1133.0
2017-02,Osorno,Frutas,Durazno,844.5
2017-02,Osorno,Frutas,Durazno,1390.0
2017-02,Osorno,Frutas,Durazno,1172.6666
2017-02,Osorno,Frutas,Durazno,1244.5
2017-03,Osorno,Frutas,Durazno,1500.0
2017-03,Osorno,Frutas,Durazno,1147.25
2017-03,Osorno,Frutas,Durazno,1384.8055
2017-04,Osorno,Frutas,Durazno,1225.9127452898697
2017-05,Osorno,Frutas,Durazno,1225.9127452898697
2017-06,Osorno,Frutas,Durazno,1225.9127452898697
2017-07,Osorno,Frutas,Durazno,1225.9127452898697
2017-08,Osorno,Frutas,Durazno,1225.9127452898697
2017-09,Osorno,Frutas,Durazno,1225.9127452898697
2017-10,Osorno,Frutas,Durazno,1225.9127452898697
2017-11,Osorno,Frutas,Durazno,1700.0
2017-11,Osorno,Frutas,Durazno,2156.6666
2017-12,Osorno,Frutas,Durazno,2073.3333
2018-01,Osorno,Frutas,Durazno,1500.0
2018-01,Osorno,Frutas,Durazno,1500.0
2018-01,Osorno,Frutas,Durazno,1500.0
2018-01,Osorno,Frutas,Durazno,1500.0
2018-01,Osorno,Frutas,Durazno,1556.6666
2018-01,Osorno,Frutas,Durazno,1565.0
2018-01,Osorno,Frutas,Durazno,1527.5
2018-01,Osorno,Frutas,Durazno,990.0
2018-01,Osorno,Frutas,Durazno,1615.0
2018-02,Osorno,Frutas,Durazno,1500.0
